dataset,strategy,breakdown,group,top_k,total_examples,total_characters,top_k_correct_words,top_k_accuracy,saved_keystrokes,saved_keystroke_ratio
wikitext2,s1,by_context_bin,1-2,3,24,150,20,0.8333333333333334,68,0.4533333333333333
wikitext2,s1,by_context_bin,1-2,4,24,150,20,0.8333333333333334,69,0.46
wikitext2,s1,by_context_bin,11-20,1,403,2592,308,0.7642679900744417,703,0.27121913580246915
wikitext2,s1,by_context_bin,11-20,2,403,2592,344,0.8535980148883374,941,0.3630401234567901
wikitext2,s1,by_context_bin,11-20,3,403,2592,359,0.890818858560794,1052,0.4058641975308642
wikitext2,s1,by_context_bin,11-20,4,403,2592,361,0.8957816377171216,1113,0.42939814814814814
wikitext2,s1,by_context_bin,21-50,1,315,2053,236,0.7492063492063492,509,0.24792985874330248
wikitext2,s1,by_context_bin,21-50,2,315,2053,262,0.8317460317460318,703,0.34242571846078906
wikitext2,s1,by_context_bin,21-50,3,315,2053,268,0.8507936507936508,806,0.3925962006819289
wikitext2,s1,by_context_bin,21-50,4,315,2053,270,0.8571428571428571,838,0.40818314661471017
wikitext2,s1,by_context_bin,3-5,1,33,210,19,0.5757575757575758,65,0.30952380952380953
wikitext2,s1,by_context_bin,3-5,2,33,210,21,0.6363636363636364,70,0.3333333333333333
wikitext2,s1,by_context_bin,3-5,3,33,210,21,0.6363636363636364,75,0.35714285714285715
wikitext2,s1,by_context_bin,3-5,4,33,210,23,0.696969696969697,91,0.43333333333333335
wikitext2,s1,by_context_bin,51+,1,11,71,9,0.8181818181818182,23,0.323943661971831
wikitext2,s1,by_context_bin,51+,2,11,71,9,0.8181818181818182,24,0.3380281690140845
wikitext2,s1,by_context_bin,51+,3,11,71,9,0.8181818181818182,24,0.3380281690140845
wikitext2,s1,by_context_bin,51+,4,11,71,9,0.8181818181818182,26,0.36619718309859156
wikitext2,s1,by_context_bin,6-10,1,116,672,70,0.603448275862069,157,0.23363095238095238
wikitext2,s1,by_context_bin,6-10,2,116,672,82,0.7068965517241379,210,0.3125
wikitext2,s1,by_context_bin,6-10,3,116,672,87,0.75,240,0.35714285714285715
wikitext2,s1,by_context_bin,6-10,4,116,672,89,0.7672413793103449,261,0.38839285714285715
wikitext2,s2,by_edit_type,deletion+deletion,1,62,449,13,0.20967741935483872,60,0.133630289532294
wikitext2,s2,by_edit_type,deletion+deletion,2,62,449,16,0.25806451612903225,69,0.15367483296213807
wikitext2,s2,by_edit_type,deletion+deletion,3,62,449,22,0.3548387096774194,89,0.19821826280623608
wikitext2,s2,by_edit_type,deletion+deletion,4,62,449,23,0.3709677419354839,95,0.21158129175946547
wikitext2,s2,by_edit_type,deletion+insertion,1,67,448,41,0.6119402985074627,84,0.1875
wikitext2,s2,by_edit_type,deletion+insertion,2,67,448,48,0.7164179104477612,113,0.25223214285714285
wikitext2,s2,by_edit_type,deletion+insertion,3,67,448,52,0.7761194029850746,126,0.28125
wikitext2,s2,by_edit_type,deletion+insertion,4,67,448,54,0.8059701492537313,137,0.30580357142857145
wikitext2,s2,by_edit_type,deletion+substitution,1,56,356,13,0.23214285714285715,39,0.10955056179775281
wikitext2,s2,by_edit_type,deletion+substitution,2,56,356,23,0.4107142857142857,75,0.21067415730337077
wikitext2,s2,by_edit_type,deletion+substitution,3,56,356,27,0.48214285714285715,92,0.25842696629213485
wikitext2,s2,by_edit_type,deletion+substitution,4,56,356,30,0.5357142857142857,104,0.29213483146067415
wikitext2,s2,by_edit_type,deletion+transposition,1,46,344,20,0.43478260869565216,74,0.21511627906976744
wikitext2,s2,by_edit_type,deletion+transposition,2,46,344,23,0.5,95,0.2761627906976744
wikitext2,s2,by_edit_type,deletion+transposition,3,46,344,27,0.5869565217391305,112,0.32558139534883723
wikitext2,s2,by_edit_type,deletion+transposition,4,46,344,28,0.6086956521739131,123,0.35755813953488375
wikitext2,s2,by_edit_type,insertion+deletion,1,41,283,27,0.6585365853658537,58,0.2049469964664311
wikitext2,s2,by_edit_type,insertion+deletion,2,41,283,31,0.7560975609756098,74,0.26148409893992935
wikitext2,s2,by_edit_type,insertion+deletion,3,41,283,32,0.7804878048780488,87,0.30742049469964666
wikitext2,s2,by_edit_type,insertion+deletion,4,41,283,33,0.8048780487804879,91,0.3215547703180212
wikitext2,s2,by_edit_type,insertion+insertion,1,73,429,59,0.8082191780821918,78,0.18181818181818182
wikitext2,s2,by_edit_type,insertion+insertion,2,73,429,64,0.8767123287671232,111,0.25874125874125875
wikitext2,s2,by_edit_type,insertion+insertion,3,73,429,66,0.9041095890410958,126,0.2937062937062937
wikitext2,s2,by_edit_type,insertion+insertion,4,73,429,66,0.9041095890410958,134,0.3123543123543124
wikitext2,s2,by_edit_type,insertion+substitution,1,53,326,43,0.8113207547169812,52,0.15950920245398773
wikitext2,s2,by_edit_type,insertion+substitution,2,53,326,49,0.9245283018867925,68,0.2085889570552147
wikitext2,s2,by_edit_type,insertion+substitution,3,53,326,49,0.9245283018867925,78,0.2392638036809816
wikitext2,s2,by_edit_type,insertion+substitution,4,53,326,49,0.9245283018867925,81,0.24846625766871167
wikitext2,s2,by_edit_type,insertion+transposition,1,36,239,26,0.7222222222222222,33,0.13807531380753138
wikitext2,s2,by_edit_type,insertion+transposition,2,36,239,30,0.8333333333333334,57,0.2384937238493724
wikitext2,s2,by_edit_type,insertion+transposition,3,36,239,32,0.8888888888888888,62,0.2594142259414226
wikitext2,s2,by_edit_type,insertion+transposition,4,36,239,32,0.8888888888888888,68,0.28451882845188287
wikitext2,s2,by_edit_type,substitution+deletion,1,49,318,16,0.32653061224489793,47,0.14779874213836477
wikitext2,s2,by_edit_type,substitution+deletion,2,49,318,23,0.46938775510204084,73,0.22955974842767296
wikitext2,s2,by_edit_type,substitution+deletion,3,49,318,26,0.5306122448979592,83,0.2610062893081761
wikitext2,s2,by_edit_type,substitution+deletion,4,49,318,26,0.5306122448979592,84,0.2641509433962264
wikitext2,s2,by_edit_type,substitution+insertion,1,71,435,56,0.7887323943661971,74,0.17011494252873563
wikitext2,s2,by_edit_type,substitution+insertion,2,71,435,60,0.8450704225352113,97,0.22298850574712645
wikitext2,s2,by_edit_type,substitution+insertion,3,71,435,65,0.9154929577464789,113,0.2597701149425287
wikitext2,s2,by_edit_type,substitution+insertion,4,71,435,65,0.9154929577464789,120,0.27586206896551724
wikitext2,s2,by_edit_type,substitution+substitution,1,61,371,37,0.6065573770491803,60,0.16172506738544473
wikitext2,s2,by_edit_type,substitution+substitution,2,61,371,41,0.6721311475409836,97,0.261455525606469
wikitext2,s2,by_edit_type,substitution+substitution,3,61,371,42,0.6885245901639344,113,0.3045822102425876
wikitext2,s2,by_edit_type,substitution+substitution,4,61,371,43,0.7049180327868853,122,0.3288409703504043
wikitext2,s2,by_edit_type,substitution+transposition,1,81,503,42,0.5185185185185185,122,0.24254473161033796
wikitext2,s2,by_edit_type,substitution+transposition,2,81,503,52,0.6419753086419753,157,0.3121272365805169
wikitext2,s2,by_edit_type,substitution+transposition,3,81,503,56,0.691358024691358,168,0.33399602385685884
wikitext2,s2,by_edit_type,substitution+transposition,4,81,503,57,0.7037037037037037,175,0.34791252485089463
wikitext2,s2,by_edit_type,transposition+deletion,1,36,224,10,0.2777777777777778,31,0.13839285714285715
wikitext2,s2,by_edit_type,transposition+deletion,2,36,224,13,0.3611111111111111,50,0.22321428571428573
wikitext2,s2,by_edit_type,transposition+deletion,3,36,224,14,0.3888888888888889,59,0.26339285714285715
wikitext2,s2,by_edit_type,transposition+deletion,4,36,224,15,0.4166666666666667,61,0.27232142857142855
wikitext2,s2,by_edit_type,transposition+insertion,1,61,335,41,0.6721311475409836,51,0.15223880597014924
wikitext2,s2,by_edit_type,transposition+insertion,2,61,335,46,0.7540983606557377,75,0.22388059701492538
wikitext2,s2,by_edit_type,transposition+insertion,3,61,335,49,0.8032786885245902,85,0.2537313432835821
wikitext2,s2,by_edit_type,transposition+insertion,4,61,335,52,0.8524590163934426,91,0.2716417910447761
wikitext2,s2,by_edit_type,transposition+substitution,1,65,376,33,0.5076923076923077,62,0.16489361702127658
wikitext2,s2,by_edit_type,transposition+substitution,2,65,376,39,0.6,81,0.2154255319148936
wikitext2,s2,by_edit_type,transposition+substitution,3,65,376,45,0.6923076923076923,100,0.26595744680851063
wikitext2,s2,by_edit_type,transposition+substitution,4,65,376,47,0.7230769230769231,111,0.29521276595744683
wikitext2,s2,by_edit_type,transposition+transposition,1,44,312,28,0.6363636363636364,69,0.22115384615384615
wikitext2,s2,by_edit_type,transposition+transposition,2,44,312,34,0.7727272727272727,93,0.2980769230769231
wikitext2,s2,by_edit_type,transposition+transposition,3,44,312,37,0.8409090909090909,105,0.33653846153846156
wikitext2,s2,by_edit_type,transposition+transposition,4,44,312,38,0.8636363636363636,110,0.3525641025641026
wikitext2,s2,by_edit_operation,deletion,1,357,2422,140,0.39215686274509803,393,0.16226259289843104
wikitext2,s2,by_edit_operation,deletion,2,357,2422,177,0.4957983193277311,549,0.22667217175887697
wikitext2,s2,by_edit_operation,deletion,3,357,2422,200,0.5602240896358543,648,0.2675474814203138
wikitext2,s2,by_edit_operation,deletion,4,357,2422,209,0.5854341736694678,695,0.286952931461602
wikitext2,s2,by_edit_operation,insertion,1,402,2495,293,0.7288557213930348,430,0.17234468937875752
wikitext2,s2,by_edit_operation,insertion,2,402,2495,328,0.8159203980099502,595,0.23847695390781562
wikitext2,s2,by_edit_operation,insertion,3,402,2495,345,0.8582089552238806,677,0.27134268537074147
wikitext2,s2,by_edit_operation,insertion,4,402,2495,351,0.8731343283582089,722,0.28937875751503006
wikitext2,s2,by_edit_operation,substitution,1,436,2685,240,0.5504587155963303,456,0.16983240223463686
wikitext2,s2,by_edit_operation,substitution,2,436,2685,287,0.658256880733945,648,0.24134078212290502
wikitext2,s2,by_edit_operation,substitution,3,436,2685,310,0.7110091743119266,747,0.2782122905027933
wikitext2,s2,by_edit_operation,substitution,4,436,2685,317,0.7270642201834863,797,0.2968342644320298
wikitext2,s2,by_edit_operation,transposition,1,369,2333,200,0.5420054200542005,442,0.18945563651950278
wikitext2,s2,by_edit_operation,transposition,2,369,2333,237,0.6422764227642277,608,0.26060865837976854
wikitext2,s2,by_edit_operation,transposition,3,369,2333,260,0.7046070460704607,691,0.2961851693099014
wikitext2,s2,by_edit_operation,transposition,4,369,2333,269,0.7289972899728997,739,0.3167595370767253
wikitext2,s2,by_context_bin,1-2,1,24,150,15,0.625,20,0.13333333333333333
wikitext2,s2,by_context_bin,1-2,2,24,150,18,0.75,31,0.20666666666666667
wikitext2,s2,by_context_bin,1-2,3,24,150,18,0.75,38,0.25333333333333335
wikitext2,s2,by_context_bin,1-2,4,24,150,18,0.75,42,0.28
wikitext2,s2,by_context_bin,11-20,1,403,2592,219,0.543424317617866,425,0.16396604938271606
wikitext2,s2,by_context_bin,11-20,2,403,2592,262,0.6501240694789082,593,0.22878086419753085
wikitext2,s2,by_context_bin,11-20,3,403,2592,290,0.7196029776674938,695,0.2681327160493827
wikitext2,s2,by_context_bin,11-20,4,403,2592,294,0.7295285359801489,742,0.2862654320987654
wikitext2,s2,by_context_bin,21-50,1,315,2053,192,0.6095238095238096,363,0.1768144179249878
wikitext2,s2,by_context_bin,21-50,2,315,2053,216,0.6857142857142857,534,0.2601071602532879
wikitext2,s2,by_context_bin,21-50,3,315,2053,229,0.726984126984127,616,0.30004870920603993
wikitext2,s2,by_context_bin,21-50,4,315,2053,237,0.7523809523809524,657,0.32001948368241595
wikitext2,s2,by_context_bin,3-5,1,33,210,12,0.36363636363636365,41,0.19523809523809524
wikitext2,s2,by_context_bin,3-5,2,33,210,16,0.48484848484848486,47,0.22380952380952382
wikitext2,s2,by_context_bin,3-5,3,33,210,19,0.5757575757575758,48,0.22857142857142856
wikitext2,s2,by_context_bin,3-5,4,33,210,19,0.5757575757575758,52,0.24761904761904763
wikitext2,s2,by_context_bin,51+,1,11,71,7,0.6363636363636364,22,0.30985915492957744
wikitext2,s2,by_context_bin,51+,2,11,71,7,0.6363636363636364,25,0.352112676056338
wikitext2,s2,by_context_bin,51+,3,11,71,8,0.7272727272727273,25,0.352112676056338
wikitext2,s2,by_context_bin,51+,4,11,71,9,0.8181818181818182,26,0.36619718309859156
wikitext2,s2,by_context_bin,6-10,1,116,672,60,0.5172413793103449,123,0.18303571428571427
wikitext2,s2,by_context_bin,6-10,2,116,672,73,0.6293103448275862,155,0.23065476190476192
wikitext2,s2,by_context_bin,6-10,3,116,672,77,0.6637931034482759,176,0.2619047619047619
wikitext2,s2,by_context_bin,6-10,4,116,672,81,0.6982758620689655,188,0.27976190476190477
wikitext2,s3,by_edit_type,deletion+deletion,1,62,449,13,0.20967741935483872,60,0.133630289532294
wikitext2,s3,by_edit_type,deletion+deletion,2,62,449,16,0.25806451612903225,69,0.15367483296213807
wikitext2,s3,by_edit_type,deletion+deletion,3,62,449,21,0.3387096774193548,87,0.19376391982182628
wikitext2,s3,by_edit_type,deletion+deletion,4,62,449,22,0.3548387096774194,93,0.2071269487750557
wikitext2,s3,by_edit_type,deletion+insertion,1,67,448,39,0.582089552238806,81,0.18080357142857142
wikitext2,s3,by_edit_type,deletion+insertion,2,67,448,44,0.6567164179104478,110,0.24553571428571427
wikitext2,s3,by_edit_type,deletion+insertion,3,67,448,47,0.7014925373134329,120,0.26785714285714285
wikitext2,s3,by_edit_type,deletion+insertion,4,67,448,49,0.7313432835820896,131,0.2924107142857143
wikitext2,s3,by_edit_type,deletion+substitution,1,56,356,13,0.23214285714285715,39,0.10955056179775281
wikitext2,s3,by_edit_type,deletion+substitution,2,56,356,22,0.39285714285714285,73,0.2050561797752809
wikitext2,s3,by_edit_type,deletion+substitution,3,56,356,25,0.44642857142857145,88,0.24719101123595505
wikitext2,s3,by_edit_type,deletion+substitution,4,56,356,29,0.5178571428571429,102,0.28651685393258425
wikitext2,s3,by_edit_type,deletion+transposition,1,46,344,20,0.43478260869565216,76,0.22093023255813954
wikitext2,s3,by_edit_type,deletion+transposition,2,46,344,24,0.5217391304347826,98,0.28488372093023256
wikitext2,s3,by_edit_type,deletion+transposition,3,46,344,27,0.5869565217391305,113,0.32848837209302323
wikitext2,s3,by_edit_type,deletion+transposition,4,46,344,28,0.6086956521739131,125,0.3633720930232558
wikitext2,s3,by_edit_type,insertion+deletion,1,41,283,26,0.6341463414634146,57,0.20141342756183744
wikitext2,s3,by_edit_type,insertion+deletion,2,41,283,29,0.7073170731707317,73,0.2579505300353357
wikitext2,s3,by_edit_type,insertion+deletion,3,41,283,31,0.7560975609756098,86,0.303886925795053
wikitext2,s3,by_edit_type,insertion+deletion,4,41,283,31,0.7560975609756098,90,0.31802120141342755
wikitext2,s3,by_edit_type,insertion+insertion,1,73,429,58,0.7945205479452054,77,0.1794871794871795
wikitext2,s3,by_edit_type,insertion+insertion,2,73,429,63,0.863013698630137,111,0.25874125874125875
wikitext2,s3,by_edit_type,insertion+insertion,3,73,429,65,0.8904109589041096,126,0.2937062937062937
wikitext2,s3,by_edit_type,insertion+insertion,4,73,429,66,0.9041095890410958,134,0.3123543123543124
wikitext2,s3,by_edit_type,insertion+substitution,1,53,326,41,0.7735849056603774,51,0.15644171779141106
wikitext2,s3,by_edit_type,insertion+substitution,2,53,326,48,0.9056603773584906,67,0.20552147239263804
wikitext2,s3,by_edit_type,insertion+substitution,3,53,326,48,0.9056603773584906,75,0.23006134969325154
wikitext2,s3,by_edit_type,insertion+substitution,4,53,326,48,0.9056603773584906,81,0.24846625766871167
wikitext2,s3,by_edit_type,insertion+transposition,1,36,239,29,0.8055555555555556,34,0.14225941422594143
wikitext2,s3,by_edit_type,insertion+transposition,2,36,239,32,0.8888888888888888,59,0.24686192468619247
wikitext2,s3,by_edit_type,insertion+transposition,3,36,239,33,0.9166666666666666,64,0.26778242677824265
wikitext2,s3,by_edit_type,insertion+transposition,4,36,239,33,0.9166666666666666,71,0.29707112970711297
wikitext2,s3,by_edit_type,substitution+deletion,1,49,318,16,0.32653061224489793,47,0.14779874213836477
wikitext2,s3,by_edit_type,substitution+deletion,2,49,318,23,0.46938775510204084,73,0.22955974842767296
wikitext2,s3,by_edit_type,substitution+deletion,3,49,318,26,0.5306122448979592,83,0.2610062893081761
wikitext2,s3,by_edit_type,substitution+deletion,4,49,318,26,0.5306122448979592,84,0.2641509433962264
wikitext2,s3,by_edit_type,substitution+insertion,1,71,435,55,0.7746478873239436,75,0.1724137931034483
wikitext2,s3,by_edit_type,substitution+insertion,2,71,435,58,0.8169014084507042,97,0.22298850574712645
wikitext2,s3,by_edit_type,substitution+insertion,3,71,435,62,0.8732394366197183,112,0.2574712643678161
wikitext2,s3,by_edit_type,substitution+insertion,4,71,435,63,0.8873239436619719,119,0.2735632183908046
wikitext2,s3,by_edit_type,substitution+substitution,1,61,371,37,0.6065573770491803,59,0.15902964959568733
wikitext2,s3,by_edit_type,substitution+substitution,2,61,371,41,0.6721311475409836,93,0.25067385444743934
wikitext2,s3,by_edit_type,substitution+substitution,3,61,371,42,0.6885245901639344,110,0.29649595687331537
wikitext2,s3,by_edit_type,substitution+substitution,4,61,371,43,0.7049180327868853,119,0.32075471698113206
wikitext2,s3,by_edit_type,substitution+transposition,1,81,503,44,0.5432098765432098,128,0.2544731610337972
wikitext2,s3,by_edit_type,substitution+transposition,2,81,503,54,0.6666666666666666,166,0.33001988071570576
wikitext2,s3,by_edit_type,substitution+transposition,3,81,503,58,0.7160493827160493,173,0.34393638170974156
wikitext2,s3,by_edit_type,substitution+transposition,4,81,503,58,0.7160493827160493,179,0.3558648111332008
wikitext2,s3,by_edit_type,transposition+deletion,1,36,224,10,0.2777777777777778,32,0.14285714285714285
wikitext2,s3,by_edit_type,transposition+deletion,2,36,224,14,0.3888888888888889,52,0.23214285714285715
wikitext2,s3,by_edit_type,transposition+deletion,3,36,224,14,0.3888888888888889,58,0.25892857142857145
wikitext2,s3,by_edit_type,transposition+deletion,4,36,224,15,0.4166666666666667,60,0.26785714285714285
wikitext2,s3,by_edit_type,transposition+insertion,1,61,335,49,0.8032786885245902,57,0.1701492537313433
wikitext2,s3,by_edit_type,transposition+insertion,2,61,335,52,0.8524590163934426,76,0.22686567164179106
wikitext2,s3,by_edit_type,transposition+insertion,3,61,335,54,0.8852459016393442,84,0.2507462686567164
wikitext2,s3,by_edit_type,transposition+insertion,4,61,335,55,0.9016393442622951,90,0.26865671641791045
wikitext2,s3,by_edit_type,transposition+substitution,1,65,376,37,0.5692307692307692,62,0.16489361702127658
wikitext2,s3,by_edit_type,transposition+substitution,2,65,376,42,0.6461538461538462,85,0.22606382978723405
wikitext2,s3,by_edit_type,transposition+substitution,3,65,376,48,0.7384615384615385,107,0.2845744680851064
wikitext2,s3,by_edit_type,transposition+substitution,4,65,376,49,0.7538461538461538,120,0.3191489361702128
wikitext2,s3,by_edit_type,transposition+transposition,1,44,312,30,0.6818181818181818,77,0.2467948717948718
wikitext2,s3,by_edit_type,transposition+transposition,2,44,312,34,0.7727272727272727,104,0.3333333333333333
wikitext2,s3,by_edit_type,transposition+transposition,3,44,312,38,0.8636363636363636,116,0.3717948717948718
wikitext2,s3,by_edit_type,transposition+transposition,4,44,312,38,0.8636363636363636,120,0.38461538461538464
wikitext2,s3,by_edit_operation,deletion,1,357,2422,137,0.38375350140056025,392,0.16184971098265896
wikitext2,s3,by_edit_operation,deletion,2,357,2422,172,0.48179271708683474,548,0.22625928984310487
wikitext2,s3,by_edit_operation,deletion,3,357,2422,191,0.5350140056022409,635,0.2621800165152766
wikitext2,s3,by_edit_operation,deletion,4,357,2422,200,0.5602240896358543,685,0.2828241123038811
wikitext2,s3,by_edit_operation,insertion,1,402,2495,297,0.7388059701492538,432,0.17314629258517034
wikitext2,s3,by_edit_operation,insertion,2,402,2495,326,0.8109452736318408,593,0.2376753507014028
wikitext2,s3,by_edit_operation,insertion,3,402,2495,340,0.845771144278607,667,0.26733466933867733
wikitext2,s3,by_edit_operation,insertion,4,402,2495,345,0.8582089552238806,716,0.28697394789579156
wikitext2,s3,by_edit_operation,substitution,1,436,2685,243,0.5573394495412844,461,0.17169459962756053
wikitext2,s3,by_edit_operation,substitution,2,436,2685,288,0.6605504587155964,654,0.2435754189944134
wikitext2,s3,by_edit_operation,substitution,3,436,2685,309,0.7087155963302753,748,0.278584729981378
wikitext2,s3,by_edit_operation,substitution,4,436,2685,316,0.7247706422018348,804,0.2994413407821229
wikitext2,s3,by_edit_operation,transposition,1,369,2333,219,0.5934959349593496,466,0.1997428204029147
wikitext2,s3,by_edit_operation,transposition,2,369,2333,252,0.6829268292682927,640,0.2743249035576511
wikitext2,s3,by_edit_operation,transposition,3,369,2333,272,0.7371273712737128,715,0.30647235319331334
wikitext2,s3,by_edit_operation,transposition,4,369,2333,276,0.7479674796747967,765,0.32790398628375483
wikitext2,s3,by_context_bin,1-2,1,24,150,16,0.6666666666666666,19,0.12666666666666668
wikitext2,s3,by_context_bin,1-2,2,24,150,18,0.75,33,0.22
wikitext2,s3,by_context_bin,1-2,3,24,150,18,0.75,38,0.25333333333333335
wikitext2,s3,by_context_bin,1-2,4,24,150,18,0.75,43,0.2866666666666667
wikitext2,s3,by_context_bin,11-20,1,403,2592,230,0.5707196029776674,437,0.16859567901234568
wikitext2,s3,by_context_bin,11-20,2,403,2592,270,0.6699751861042184,609,0.2349537037037037
wikitext2,s3,by_context_bin,11-20,3,403,2592,288,0.7146401985111662,697,0.2689043209876543
wikitext2,s3,by_context_bin,11-20,4,403,2592,293,0.7270471464019851,747,0.2881944444444444
wikitext2,s3,by_context_bin,21-50,1,315,2053,191,0.6063492063492063,367,0.17876278616658547
wikitext2,s3,by_context_bin,21-50,2,315,2053,212,0.6730158730158731,535,0.26059425231368727
wikitext2,s3,by_context_bin,21-50,3,315,2053,230,0.7301587301587301,617,0.30053580126643936
wikitext2,s3,by_context_bin,21-50,4,315,2053,236,0.7492063492063492,659,0.3209936678032148
wikitext2,s3,by_context_bin,3-5,1,33,210,13,0.3939393939393939,41,0.19523809523809524
wikitext2,s3,by_context_bin,3-5,2,33,210,16,0.48484848484848486,47,0.22380952380952382
wikitext2,s3,by_context_bin,3-5,3,33,210,19,0.5757575757575758,48,0.22857142857142856
wikitext2,s3,by_context_bin,3-5,4,33,210,19,0.5757575757575758,52,0.24761904761904763
wikitext2,s3,by_context_bin,51+,1,11,71,7,0.6363636363636364,22,0.30985915492957744
wikitext2,s3,by_context_bin,51+,2,11,71,7,0.6363636363636364,25,0.352112676056338
wikitext2,s3,by_context_bin,51+,3,11,71,8,0.7272727272727273,25,0.352112676056338
wikitext2,s3,by_context_bin,51+,4,11,71,8,0.7272727272727273,26,0.36619718309859156
wikitext2,s3,by_context_bin,6-10,1,116,672,60,0.5172413793103449,126,0.1875
wikitext2,s3,by_context_bin,6-10,2,116,672,73,0.6293103448275862,157,0.23363095238095238
wikitext2,s3,by_context_bin,6-10,3,116,672,76,0.6551724137931034,177,0.26339285714285715
wikitext2,s3,by_context_bin,6-10,4,116,672,79,0.6810344827586207,191,0.28422619047619047
