dataset,strategy,breakdown,group,top_k,total_examples,total_characters,top_k_correct_words,top_k_accuracy,saved_keystrokes,saved_keystroke_ratio
wikitext2,s1,by_edit_operation,transposition,3,228,1457,209,0.9166666666666666,528,0.36238846945778996
wikitext2,s1,by_edit_operation,transposition,4,228,1457,211,0.9254385964912281,562,0.3857240905971174
wikitext2,s1,by_context_bin,1-2,1,24,150,16,0.6666666666666666,14,0.09333333333333334
wikitext2,s1,by_context_bin,1-2,2,24,150,19,0.7916666666666666,25,0.16666666666666666
wikitext2,s1,by_context_bin,1-2,3,24,150,19,0.7916666666666666,29,0.19333333333333333
wikitext2,s1,by_context_bin,1-2,4,24,150,20,0.8333333333333334,29,0.19333333333333333
wikitext2,s1,by_context_bin,11-20,1,403,2592,283,0.7022332506203474,463,0.17862654320987653
wikitext2,s1,by_context_bin,11-20,2,403,2592,322,0.7990074441687345,676,0.26080246913580246
wikitext2,s1,by_context_bin,11-20,3,403,2592,334,0.8287841191066998,792,0.3055555555555556
wikitext2,s1,by_context_bin,11-20,4,403,2592,339,0.8411910669975186,840,0.32407407407407407
wikitext2,s1,by_context_bin,21-50,1,315,2053,228,0.7238095238095238,374,0.1821724305893814
wikitext2,s1,by_context_bin,21-50,2,315,2053,254,0.8063492063492064,539,0.26254262055528493
wikitext2,s1,by_context_bin,21-50,3,315,2053,260,0.8253968253968254,616,0.30004870920603993
wikitext2,s1,by_context_bin,21-50,4,315,2053,265,0.8412698412698413,678,0.3302484169508037
wikitext2,s1,by_context_bin,3-5,1,33,210,19,0.5757575757575758,39,0.18571428571428572
wikitext2,s1,by_context_bin,3-5,2,33,210,22,0.6666666666666666,58,0.2761904761904762
wikitext2,s1,by_context_bin,3-5,3,33,210,23,0.696969696969697,66,0.3142857142857143
wikitext2,s1,by_context_bin,3-5,4,33,210,24,0.7272727272727273,70,0.3333333333333333
wikitext2,s1,by_context_bin,51+,1,11,71,8,0.7272727272727273,17,0.23943661971830985
wikitext2,s1,by_context_bin,51+,2,11,71,9,0.8181818181818182,20,0.28169014084507044
wikitext2,s1,by_context_bin,51+,3,11,71,9,0.8181818181818182,22,0.30985915492957744
wikitext2,s1,by_context_bin,51+,4,11,71,9,0.8181818181818182,26,0.36619718309859156
wikitext2,s1,by_context_bin,6-10,1,116,672,73,0.6293103448275862,109,0.16220238095238096
wikitext2,s1,by_context_bin,6-10,2,116,672,82,0.7068965517241379,170,0.25297619047619047
wikitext2,s1,by_context_bin,6-10,3,116,672,83,0.7155172413793104,198,0.29464285714285715
wikitext2,s1,by_context_bin,6-10,4,116,672,84,0.7241379310344828,222,0.33035714285714285
wikitext2,s2,by_edit_type,deletion+deletion,1,62,449,8,0.12903225806451613,32,0.07126948775055679
wikitext2,s2,by_edit_type,deletion+deletion,2,62,449,12,0.1935483870967742,49,0.1091314031180401
wikitext2,s2,by_edit_type,deletion+deletion,3,62,449,14,0.22580645161290322,57,0.12694877505567928
wikitext2,s2,by_edit_type,deletion+deletion,4,62,449,19,0.3064516129032258,74,0.16481069042316257
wikitext2,s2,by_edit_type,deletion+insertion,1,67,448,35,0.5223880597014925,54,0.12053571428571429
wikitext2,s2,by_edit_type,deletion+insertion,2,67,448,48,0.7164179104477612,78,0.17410714285714285
wikitext2,s2,by_edit_type,deletion+insertion,3,67,448,51,0.7611940298507462,96,0.21428571428571427
wikitext2,s2,by_edit_type,deletion+insertion,4,67,448,51,0.7611940298507462,110,0.24553571428571427
wikitext2,s2,by_edit_type,deletion+substitution,1,56,356,10,0.17857142857142858,27,0.07584269662921349
wikitext2,s2,by_edit_type,deletion+substitution,2,56,356,14,0.25,41,0.1151685393258427
wikitext2,s2,by_edit_type,deletion+substitution,3,56,356,19,0.3392857142857143,59,0.16573033707865167
wikitext2,s2,by_edit_type,deletion+substitution,4,56,356,20,0.35714285714285715,66,0.1853932584269663
wikitext2,s2,by_edit_type,deletion+transposition,1,46,344,11,0.2391304347826087,43,0.125
wikitext2,s2,by_edit_type,deletion+transposition,2,46,344,16,0.34782608695652173,75,0.2180232558139535
wikitext2,s2,by_edit_type,deletion+transposition,3,46,344,22,0.4782608695652174,84,0.2441860465116279
wikitext2,s2,by_edit_type,deletion+transposition,4,46,344,25,0.5434782608695652,97,0.2819767441860465
wikitext2,s2,by_edit_type,insertion+deletion,1,41,283,30,0.7317073170731707,55,0.19434628975265017
wikitext2,s2,by_edit_type,insertion+deletion,2,41,283,33,0.8048780487804879,76,0.26855123674911663
wikitext2,s2,by_edit_type,insertion+deletion,3,41,283,34,0.8292682926829268,89,0.31448763250883394
wikitext2,s2,by_edit_type,insertion+deletion,4,41,283,35,0.8536585365853658,97,0.34275618374558303
wikitext2,s2,by_edit_type,insertion+insertion,1,73,429,60,0.821917808219178,38,0.08857808857808858
wikitext2,s2,by_edit_type,insertion+insertion,2,73,429,64,0.8767123287671232,65,0.15151515151515152
wikitext2,s2,by_edit_type,insertion+insertion,3,73,429,64,0.8767123287671232,75,0.17482517482517482
wikitext2,s2,by_edit_type,insertion+insertion,4,73,429,65,0.8904109589041096,83,0.19347319347319347
wikitext2,s2,by_edit_type,insertion+substitution,1,53,326,38,0.7169811320754716,22,0.06748466257668712
wikitext2,s2,by_edit_type,insertion+substitution,2,53,326,43,0.8113207547169812,38,0.1165644171779141
wikitext2,s2,by_edit_type,insertion+substitution,3,53,326,45,0.8490566037735849,43,0.13190184049079753
wikitext2,s2,by_edit_type,insertion+substitution,4,53,326,46,0.8679245283018868,50,0.15337423312883436
wikitext2,s2,by_edit_type,insertion+transposition,1,36,239,28,0.7777777777777778,6,0.02510460251046025
wikitext2,s2,by_edit_type,insertion+transposition,2,36,239,28,0.7777777777777778,31,0.1297071129707113
wikitext2,s2,by_edit_type,insertion+transposition,3,36,239,30,0.8333333333333334,44,0.18410041841004185
wikitext2,s2,by_edit_type,insertion+transposition,4,36,239,31,0.8611111111111112,49,0.20502092050209206
wikitext2,s2,by_edit_type,substitution+deletion,1,49,318,18,0.3673469387755102,49,0.1540880503144654
wikitext2,s2,by_edit_type,substitution+deletion,2,49,318,25,0.5102040816326531,69,0.2169811320754717
wikitext2,s2,by_edit_type,substitution+deletion,3,49,318,25,0.5102040816326531,77,0.24213836477987422
wikitext2,s2,by_edit_type,substitution+deletion,4,49,318,25,0.5102040816326531,83,0.2610062893081761
wikitext2,s2,by_edit_type,substitution+insertion,1,71,435,52,0.7323943661971831,55,0.12643678160919541
wikitext2,s2,by_edit_type,substitution+insertion,2,71,435,58,0.8169014084507042,83,0.19080459770114944
wikitext2,s2,by_edit_type,substitution+insertion,3,71,435,61,0.8591549295774648,95,0.21839080459770116
wikitext2,s2,by_edit_type,substitution+insertion,4,71,435,64,0.9014084507042254,108,0.2482758620689655
wikitext2,s2,by_edit_type,substitution+substitution,1,61,371,33,0.5409836065573771,50,0.1347708894878706
wikitext2,s2,by_edit_type,substitution+substitution,2,61,371,39,0.639344262295082,67,0.18059299191374664
wikitext2,s2,by_edit_type,substitution+substitution,3,61,371,39,0.639344262295082,77,0.20754716981132076
wikitext2,s2,by_edit_type,substitution+substitution,4,61,371,42,0.6885245901639344,85,0.22911051212938005
wikitext2,s2,by_edit_type,substitution+transposition,1,81,503,44,0.5432098765432098,87,0.17296222664015903
wikitext2,s2,by_edit_type,substitution+transposition,2,81,503,46,0.5679012345679012,107,0.21272365805168986
wikitext2,s2,by_edit_type,substitution+transposition,3,81,503,49,0.6049382716049383,120,0.23856858846918488
wikitext2,s2,by_edit_type,substitution+transposition,4,81,503,53,0.654320987654321,128,0.2544731610337972
wikitext2,s2,by_edit_type,transposition+deletion,1,36,224,8,0.2222222222222222,27,0.12053571428571429
wikitext2,s2,by_edit_type,transposition+deletion,2,36,224,12,0.3333333333333333,39,0.17410714285714285
wikitext2,s2,by_edit_type,transposition+deletion,3,36,224,13,0.3611111111111111,45,0.20089285714285715
wikitext2,s2,by_edit_type,transposition+deletion,4,36,224,14,0.3888888888888889,47,0.20982142857142858
wikitext2,s2,by_edit_type,transposition+insertion,1,61,335,40,0.6557377049180327,37,0.11044776119402985
wikitext2,s2,by_edit_type,transposition+insertion,2,61,335,47,0.7704918032786885,50,0.14925373134328357
wikitext2,s2,by_edit_type,transposition+insertion,3,61,335,50,0.819672131147541,57,0.1701492537313433
wikitext2,s2,by_edit_type,transposition+insertion,4,61,335,51,0.8360655737704918,69,0.20597014925373133
wikitext2,s2,by_edit_type,transposition+substitution,1,65,376,34,0.5230769230769231,35,0.09308510638297872
wikitext2,s2,by_edit_type,transposition+substitution,2,65,376,44,0.676923076923077,63,0.1675531914893617
wikitext2,s2,by_edit_type,transposition+substitution,3,65,376,48,0.7384615384615385,79,0.21010638297872342
wikitext2,s2,by_edit_type,transposition+substitution,4,65,376,48,0.7384615384615385,85,0.22606382978723405
wikitext2,s2,by_edit_type,transposition+transposition,1,44,312,30,0.6818181818181818,46,0.14743589743589744
wikitext2,s2,by_edit_type,transposition+transposition,2,44,312,32,0.7272727272727273,78,0.25
wikitext2,s2,by_edit_type,transposition+transposition,3,44,312,35,0.7954545454545454,90,0.28846153846153844
wikitext2,s2,by_edit_type,transposition+transposition,4,44,312,37,0.8409090909090909,96,0.3076923076923077
wikitext2,s2,by_edit_operation,deletion,1,357,2422,120,0.33613445378151263,287,0.11849710982658959
wikitext2,s2,by_edit_operation,deletion,2,357,2422,160,0.4481792717086835,427,0.17630057803468208
wikitext2,s2,by_edit_operation,deletion,3,357,2422,178,0.49859943977591037,507,0.2093311312964492
wikitext2,s2,by_edit_operation,deletion,4,357,2422,189,0.5294117647058824,574,0.23699421965317918
wikitext2,s2,by_edit_operation,insertion,1,402,2495,283,0.7039800995024875,267,0.10701402805611222
wikitext2,s2,by_edit_operation,insertion,2,402,2495,321,0.7985074626865671,421,0.1687374749498998
wikitext2,s2,by_edit_operation,insertion,3,402,2495,335,0.8333333333333334,499,0.2
wikitext2,s2,by_edit_operation,insertion,4,402,2495,343,0.8532338308457711,566,0.22685370741482966
wikitext2,s2,by_edit_operation,substitution,1,436,2685,229,0.5252293577981652,325,0.12104283054003724
wikitext2,s2,by_edit_operation,substitution,2,436,2685,269,0.6169724770642202,468,0.17430167597765364
wikitext2,s2,by_edit_operation,substitution,3,436,2685,286,0.6559633027522935,550,0.2048417132216015
wikitext2,s2,by_edit_operation,substitution,4,436,2685,298,0.6834862385321101,605,0.22532588454376165
wikitext2,s2,by_edit_operation,transposition,1,369,2333,195,0.5284552845528455,281,0.12044577796828118
wikitext2,s2,by_edit_operation,transposition,2,369,2333,225,0.6097560975609756,443,0.18988426918131163
wikitext2,s2,by_edit_operation,transposition,3,369,2333,247,0.6693766937669376,519,0.22246035147878268
wikitext2,s2,by_edit_operation,transposition,4,369,2333,259,0.7018970189701897,571,0.24474924989284183
wikitext2,s2,by_context_bin,1-2,1,24,150,11,0.4583333333333333,4,0.02666666666666667
wikitext2,s2,by_context_bin,1-2,2,24,150,14,0.5833333333333334,11,0.07333333333333333
wikitext2,s2,by_context_bin,1-2,3,24,150,16,0.6666666666666666,13,0.08666666666666667
wikitext2,s2,by_context_bin,1-2,4,24,150,17,0.7083333333333334,20,0.13333333333333333
wikitext2,s2,by_context_bin,11-20,1,403,2592,204,0.5062034739454094,287,0.11072530864197531
wikitext2,s2,by_context_bin,11-20,2,403,2592,244,0.6054590570719603,431,0.16628086419753085
wikitext2,s2,by_context_bin,11-20,3,403,2592,263,0.652605459057072,505,0.19483024691358025
wikitext2,s2,by_context_bin,11-20,4,403,2592,275,0.6823821339950372,566,0.2183641975308642
wikitext2,s2,by_context_bin,21-50,1,315,2053,188,0.5968253968253968,260,0.12664393570384802
wikitext2,s2,by_context_bin,21-50,2,315,2053,213,0.6761904761904762,399,0.1943497320993668
wikitext2,s2,by_context_bin,21-50,3,315,2053,225,0.7142857142857143,468,0.22795908426692646
wikitext2,s2,by_context_bin,21-50,4,315,2053,232,0.7365079365079366,522,0.2542620555284949
wikitext2,s2,by_context_bin,3-5,1,33,210,12,0.36363636363636365,21,0.1
wikitext2,s2,by_context_bin,3-5,2,33,210,14,0.42424242424242425,31,0.14761904761904762
wikitext2,s2,by_context_bin,3-5,3,33,210,17,0.5151515151515151,37,0.1761904761904762
wikitext2,s2,by_context_bin,3-5,4,33,210,18,0.5454545454545454,40,0.19047619047619047
wikitext2,s2,by_context_bin,51+,1,11,71,7,0.6363636363636364,15,0.2112676056338028
wikitext2,s2,by_context_bin,51+,2,11,71,8,0.7272727272727273,15,0.2112676056338028
wikitext2,s2,by_context_bin,51+,3,11,71,8,0.7272727272727273,16,0.22535211267605634
wikitext2,s2,by_context_bin,51+,4,11,71,8,0.7272727272727273,18,0.2535211267605634
wikitext2,s2,by_context_bin,6-10,1,116,672,57,0.49137931034482757,76,0.1130952380952381
wikitext2,s2,by_context_bin,6-10,2,116,672,68,0.5862068965517241,122,0.18154761904761904
wikitext2,s2,by_context_bin,6-10,3,116,672,70,0.603448275862069,148,0.22023809523809523
wikitext2,s2,by_context_bin,6-10,4,116,672,76,0.6551724137931034,161,0.23958333333333334
wikitext2,s3,by_edit_type,deletion+deletion,1,62,449,8,0.12903225806451613,32,0.07126948775055679
wikitext2,s3,by_edit_type,deletion+deletion,2,62,449,12,0.1935483870967742,49,0.1091314031180401
wikitext2,s3,by_edit_type,deletion+deletion,3,62,449,14,0.22580645161290322,57,0.12694877505567928
wikitext2,s3,by_edit_type,deletion+deletion,4,62,449,18,0.2903225806451613,68,0.1514476614699332
wikitext2,s3,by_edit_type,deletion+insertion,1,67,448,36,0.5373134328358209,54,0.12053571428571429
wikitext2,s3,by_edit_type,deletion+insertion,2,67,448,48,0.7164179104477612,78,0.17410714285714285
wikitext2,s3,by_edit_type,deletion+insertion,3,67,448,51,0.7611940298507462,96,0.21428571428571427
wikitext2,s3,by_edit_type,deletion+insertion,4,67,448,51,0.7611940298507462,110,0.24553571428571427
wikitext2,s3,by_edit_type,deletion+substitution,1,56,356,10,0.17857142857142858,27,0.07584269662921349
wikitext2,s3,by_edit_type,deletion+substitution,2,56,356,14,0.25,41,0.1151685393258427
wikitext2,s3,by_edit_type,deletion+substitution,3,56,356,19,0.3392857142857143,59,0.16573033707865167
wikitext2,s3,by_edit_type,deletion+substitution,4,56,356,20,0.35714285714285715,66,0.1853932584269663
wikitext2,s3,by_edit_type,deletion+transposition,1,46,344,11,0.2391304347826087,43,0.125
wikitext2,s3,by_edit_type,deletion+transposition,2,46,344,17,0.3695652173913043,76,0.22093023255813954
wikitext2,s3,by_edit_type,deletion+transposition,3,46,344,22,0.4782608695652174,84,0.2441860465116279
wikitext2,s3,by_edit_type,deletion+transposition,4,46,344,24,0.5217391304347826,93,0.2703488372093023
wikitext2,s3,by_edit_type,insertion+deletion,1,41,283,30,0.7317073170731707,55,0.19434628975265017
wikitext2,s3,by_edit_type,insertion+deletion,2,41,283,33,0.8048780487804879,76,0.26855123674911663
wikitext2,s3,by_edit_type,insertion+deletion,3,41,283,34,0.8292682926829268,89,0.31448763250883394
wikitext2,s3,by_edit_type,insertion+deletion,4,41,283,35,0.8536585365853658,97,0.34275618374558303
wikitext2,s3,by_edit_type,insertion+insertion,1,73,429,60,0.821917808219178,38,0.08857808857808858
wikitext2,s3,by_edit_type,insertion+insertion,2,73,429,64,0.8767123287671232,65,0.15151515151515152
wikitext2,s3,by_edit_type,insertion+insertion,3,73,429,64,0.8767123287671232,75,0.17482517482517482
wikitext2,s3,by_edit_type,insertion+insertion,4,73,429,65,0.8904109589041096,83,0.19347319347319347
wikitext2,s3,by_edit_type,insertion+substitution,1,53,326,38,0.7169811320754716,22,0.06748466257668712
wikitext2,s3,by_edit_type,insertion+substitution,2,53,326,43,0.8113207547169812,38,0.1165644171779141
wikitext2,s3,by_edit_type,insertion+substitution,3,53,326,45,0.8490566037735849,43,0.13190184049079753
wikitext2,s3,by_edit_type,insertion+substitution,4,53,326,46,0.8679245283018868,49,0.15030674846625766
wikitext2,s3,by_edit_type,insertion+transposition,1,36,239,28,0.7777777777777778,7,0.029288702928870293
wikitext2,s3,by_edit_type,insertion+transposition,2,36,239,29,0.8055555555555556,31,0.1297071129707113
wikitext2,s3,by_edit_type,insertion+transposition,3,36,239,30,0.8333333333333334,44,0.18410041841004185
wikitext2,s3,by_edit_type,insertion+transposition,4,36,239,32,0.8888888888888888,49,0.20502092050209206
wikitext2,s3,by_edit_type,substitution+deletion,1,49,318,18,0.3673469387755102,49,0.1540880503144654
wikitext2,s3,by_edit_type,substitution+deletion,2,49,318,25,0.5102040816326531,69,0.2169811320754717
wikitext2,s3,by_edit_type,substitution+deletion,3,49,318,25,0.5102040816326531,77,0.24213836477987422
wikitext2,s3,by_edit_type,substitution+deletion,4,49,318,25,0.5102040816326531,83,0.2610062893081761
wikitext2,s3,by_edit_type,substitution+insertion,1,71,435,52,0.7323943661971831,55,0.12643678160919541
wikitext2,s3,by_edit_type,substitution+insertion,2,71,435,58,0.8169014084507042,83,0.19080459770114944
wikitext2,s3,by_edit_type,substitution+insertion,3,71,435,61,0.8591549295774648,96,0.2206896551724138
wikitext2,s3,by_edit_type,substitution+insertion,4,71,435,64,0.9014084507042254,108,0.2482758620689655
wikitext2,s3,by_edit_type,substitution+substitution,1,61,371,33,0.5409836065573771,49,0.1320754716981132
wikitext2,s3,by_edit_type,substitution+substitution,2,61,371,39,0.639344262295082,66,0.1778975741239892
wikitext2,s3,by_edit_type,substitution+substitution,3,61,371,39,0.639344262295082,76,0.20485175202156333
wikitext2,s3,by_edit_type,substitution+substitution,4,61,371,41,0.6721311475409836,85,0.22911051212938005
wikitext2,s3,by_edit_type,substitution+transposition,1,81,503,44,0.5432098765432098,87,0.17296222664015903
wikitext2,s3,by_edit_type,substitution+transposition,2,81,503,46,0.5679012345679012,108,0.2147117296222664
wikitext2,s3,by_edit_type,substitution+transposition,3,81,503,50,0.6172839506172839,121,0.24055666003976142
wikitext2,s3,by_edit_type,substitution+transposition,4,81,503,53,0.654320987654321,129,0.25646123260437376
wikitext2,s3,by_edit_type,transposition+deletion,1,36,224,8,0.2222222222222222,27,0.12053571428571429
wikitext2,s3,by_edit_type,transposition+deletion,2,36,224,12,0.3333333333333333,39,0.17410714285714285
wikitext2,s3,by_edit_type,transposition+deletion,3,36,224,13,0.3611111111111111,45,0.20089285714285715
wikitext2,s3,by_edit_type,transposition+deletion,4,36,224,15,0.4166666666666667,49,0.21875
wikitext2,s3,by_edit_type,transposition+insertion,1,61,335,42,0.6885245901639344,37,0.11044776119402985
wikitext2,s3,by_edit_type,transposition+insertion,2,61,335,48,0.7868852459016393,51,0.15223880597014924
wikitext2,s3,by_edit_type,transposition+insertion,3,61,335,50,0.819672131147541,57,0.1701492537313433
wikitext2,s3,by_edit_type,transposition+insertion,4,61,335,51,0.8360655737704918,70,0.208955223880597
wikitext2,s3,by_edit_type,transposition+substitution,1,65,376,35,0.5384615384615384,35,0.09308510638297872
wikitext2,s3,by_edit_type,transposition+substitution,2,65,376,44,0.676923076923077,64,0.1702127659574468
wikitext2,s3,by_edit_type,transposition+substitution,3,65,376,47,0.7230769230769231,79,0.21010638297872342
wikitext2,s3,by_edit_type,transposition+substitution,4,65,376,47,0.7230769230769231,87,0.23138297872340424
wikitext2,s3,by_edit_type,transposition+transposition,1,44,312,26,0.5909090909090909,44,0.14102564102564102
wikitext2,s3,by_edit_type,transposition+transposition,2,44,312,31,0.7045454545454546,77,0.2467948717948718
wikitext2,s3,by_edit_type,transposition+transposition,3,44,312,34,0.7727272727272727,89,0.28525641025641024
wikitext2,s3,by_edit_type,transposition+transposition,4,44,312,36,0.8181818181818182,96,0.3076923076923077
wikitext2,s3,by_edit_operation,deletion,1,357,2422,121,0.3389355742296919,287,0.11849710982658959
wikitext2,s3,by_edit_operation,deletion,2,357,2422,161,0.45098039215686275,428,0.17671345995045418
wikitext2,s3,by_edit_operation,deletion,3,357,2422,178,0.49859943977591037,507,0.2093311312964492
wikitext2,s3,by_edit_operation,deletion,4,357,2422,188,0.5266106442577031,566,0.2336911643270025
wikitext2,s3,by_edit_operation,insertion,1,402,2495,286,0.7114427860696517,268,0.10741482965931863
wikitext2,s3,by_edit_operation,insertion,2,402,2495,323,0.8034825870646766,422,0.1691382765531062
wikitext2,s3,by_edit_operation,insertion,3,402,2495,335,0.8333333333333334,500,0.20040080160320642
wikitext2,s3,by_edit_operation,insertion,4,402,2495,344,0.8557213930348259,566,0.22685370741482966
wikitext2,s3,by_edit_operation,substitution,1,436,2685,230,0.5275229357798165,324,0.12067039106145251
wikitext2,s3,by_edit_operation,substitution,2,436,2685,269,0.6169724770642202,469,0.17467411545623837
wikitext2,s3,by_edit_operation,substitution,3,436,2685,286,0.6559633027522935,551,0.20521415270018623
wikitext2,s3,by_edit_operation,substitution,4,436,2685,296,0.6788990825688074,607,0.2260707635009311
wikitext2,s3,by_edit_operation,transposition,1,369,2333,194,0.5257452574525745,280,0.12001714530647235
wikitext2,s3,by_edit_operation,transposition,2,369,2333,227,0.6151761517615176,446,0.1911701671667381
wikitext2,s3,by_edit_operation,transposition,3,369,2333,246,0.6666666666666666,519,0.22246035147878268
wikitext2,s3,by_edit_operation,transposition,4,369,2333,258,0.6991869918699187,573,0.2456065152164595
wikitext2,s3,by_context_bin,1-2,1,24,150,11,0.4583333333333333,4,0.02666666666666667
wikitext2,s3,by_context_bin,1-2,2,24,150,14,0.5833333333333334,11,0.07333333333333333
wikitext2,s3,by_context_bin,1-2,3,24,150,16,0.6666666666666666,13,0.08666666666666667
wikitext2,s3,by_context_bin,1-2,4,24,150,17,0.7083333333333334,20,0.13333333333333333
wikitext2,s3,by_context_bin,11-20,1,403,2592,207,0.5136476426799007,287,0.11072530864197531
wikitext2,s3,by_context_bin,11-20,2,403,2592,246,0.6104218362282878,432,0.16666666666666666
wikitext2,s3,by_context_bin,11-20,3,403,2592,264,0.6550868486352357,505,0.19483024691358025
wikitext2,s3,by_context_bin,11-20,4,403,2592,275,0.6823821339950372,569,0.2195216049382716
wikitext2,s3,by_context_bin,21-50,1,315,2053,186,0.5904761904761905,258,0.1256697515830492
wikitext2,s3,by_context_bin,21-50,2,315,2053,213,0.6761904761904762,399,0.1943497320993668
wikitext2,s3,by_context_bin,21-50,3,315,2053,224,0.7111111111111111,468,0.22795908426692646
wikitext2,s3,by_context_bin,21-50,4,315,2053,229,0.726984126984127,513,0.24987822698490014
wikitext2,s3,by_context_bin,3-5,1,33,210,12,0.36363636363636365,21,0.1
wikitext2,s3,by_context_bin,3-5,2,33,210,14,0.42424242424242425,31,0.14761904761904762
wikitext2,s3,by_context_bin,3-5,3,33,210,17,0.5151515151515151,37,0.1761904761904762
wikitext2,s3,by_context_bin,3-5,4,33,210,18,0.5454545454545454,40,0.19047619047619047
wikitext2,s3,by_context_bin,51+,1,11,71,7,0.6363636363636364,15,0.2112676056338028
wikitext2,s3,by_context_bin,51+,2,11,71,8,0.7272727272727273,15,0.2112676056338028
wikitext2,s3,by_context_bin,51+,3,11,71,8,0.7272727272727273,16,0.22535211267605634
wikitext2,s3,by_context_bin,51+,4,11,71,8,0.7272727272727273,18,0.2535211267605634
wikitext2,s3,by_context_bin,6-10,1,116,672,56,0.4827586206896552,76,0.1130952380952381
wikitext2,s3,by_context_bin,6-10,2,116,672,68,0.5862068965517241,123,0.18303571428571427
wikitext2,s3,by_context_bin,6-10,3,116,672,69,0.5948275862068966,148,0.22023809523809523
wikitext2,s3,by_context_bin,6-10,4,116,672,76,0.6551724137931034,162,0.24107142857142858
